date,campaign_id,channel,keyword,audience,bid_strategy,bid_spend,quality_score,landing_page_performance
2026-01-22,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Target CPA,2638.57,7.6,0.398
2026-01-22,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Target CPA,1639.78,6.1,0.273
2026-01-22,CAMP_GGL_DG_03,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,1894.53,9.0,0.464
2026-01-22,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Maximize Conversions,3174.93,4.9,0.591
2026-01-22,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,1360.87,8.1,0.733
2026-01-22,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Highest Volume,1671.59,8.4,0.19
2026-01-22,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,2258.88,6.8,0.501
2026-01-22,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,1966.83,4.3,0.221
2026-01-22,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,1939.23,7.2,0.415
2026-01-22,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Retarget 30D,Cost Cap,1212.29,4.8,0.5
2026-01-22,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Maximum Delivery,473.87,6.6,0.408
2026-01-23,CAMP_GGL_BRAND_01,Google Ads,open demat account,High Intent Traders,Target CPA,2325.03,5.7,0.319
2026-01-23,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target CPA,2443.29,4.7,0.473
2026-01-23,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,App Installers,Target ROAS,1622.77,5.4,0.394
2026-01-23,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Maximize Conversions,2029.62,8.2,0.306
2026-01-23,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Target CPA,2350.52,5.6,0.388
2026-01-23,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1030.00,5.7,0.192
2026-01-23,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target ROAS,3572.22,8.4,0.726
2026-01-23,CAMP_GGL_DG_03,Google Ads,open demat account,Brand Searchers,Target ROAS,3440.40,8.2,0.558
2026-01-23,CAMP_GGL_UAC_04,Google Ads,open demat account,KYC Dropoff,Target CPA,1410.99,3.2,0.497
2026-01-23,CAMP_GGL_UAC_04,Google Ads,best trading platform,High Intent Traders,Target ROAS,3010.17,8.1,0.298
2026-01-23,CAMP_GGL_UAC_04,Google Ads,open demat account,High Intent Traders,Target ROAS,1244.11,5.9,0.598
2026-01-23,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target CPA,2912.06,5.6,0.736
2026-01-23,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,2645.04,5.7,0.67
2026-01-23,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Bid Cap,3084.44,6.8,0.472
2026-01-23,CAMP_META_LG_06,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,3097.22,9.7,0.674
2026-01-23,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,794.41,9.1,0.675
2026-01-23,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Highest Volume,2924.72,9.3,0.214
2026-01-23,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Lookalike 2%,Bid Cap,1505.78,9.5,0.647
2026-01-23,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,1533.71,5.7,0.363
2026-01-23,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,390.01,3.1,0.382
2026-01-23,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,498.17,7.5,0.313
2026-01-23,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,1056.72,4.3,0.334
2026-01-24,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,High Intent Traders,Target CPA,3291.61,4.1,0.652
2026-01-24,CAMP_GGL_GEN_02,Google Ads,stock trading app,KYC Dropoff,Target CPA,1013.05,7.8,0.667
2026-01-24,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Maximize Conversions,1318.55,8.1,0.769
2026-01-24,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,2539.39,5.6,0.709
2026-01-24,CAMP_GGL_GEN_02,Google Ads,intraday app,High Intent Traders,Target ROAS,2277.27,3.2,0.288
2026-01-24,CAMP_GGL_DG_03,Google Ads,mutual funds app,High Intent Traders,Target ROAS,1943.84,,0.548
2026-01-24,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Target CPA,3077.15,6.0,0.411
2026-01-24,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Target CPA,2532.54,3.3,0.501
2026-01-24,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Highest Volume,1704.05,9.4,0.742
2026-01-24,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Cost Cap,2809.33,9.5,0.619
2026-01-24,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,1230.76,7.4,0.344
2026-01-24,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Cost Cap,2988.44,5.5,0.714
2026-01-24,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,1969.38,9.5,0.697
2026-01-24,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Finance Interests,Cost Cap,2409.99,8.6,0.538
2026-01-24,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Video Engagers,Bid Cap,1589.21,5.3,0.495
2026-01-24,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,994.69,4.5,0.273
2026-01-24,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,918.24,9.0,0.328
2026-01-24,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Target Cost,957.81,4.0,0.33
2026-01-24,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,935.14,3.8,0.278
2026-01-25,CAMP_GGL_BRAND_01,Google Ads,open demat account,High Intent Traders,Maximize Conversions,3125.98,4.0,0.412
2026-01-25,CAMP_GGL_BRAND_01,Google Ads,stock trading app,High Intent Traders,Target ROAS,906.34,4.9,0.556
2026-01-25,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Target ROAS,1548.97,8.9,0.594
2026-01-25,CAMP_GGL_GEN_02,Google Ads,stock trading app,KYC Dropoff,Target ROAS,3264.55,4.8,0.595
2026-01-25,CAMP_GGL_GEN_02,Google Ads,zero brokerage,App Installers,Target ROAS,951.46,,0.509
2026-01-25,CAMP_GGL_GEN_02,Google Ads,best trading platform,Brand Searchers,Target ROAS,2561.13,4.0,0.482
2026-01-25,CAMP_GGL_GEN_02,Google Ads,best trading platform,App Installers,Target CPA,928.37,8.2,0.396
2026-01-25,CAMP_GGL_DG_03,Google Ads,mutual funds app,High Intent Traders,Target ROAS,1135.98,5.1,0.744
2026-01-25,CAMP_GGL_UAC_04,Google Ads,open demat account,Brand Searchers,Maximize Conversions,3063.45,8.5,0.547
2026-01-25,CAMP_GGL_UAC_04,Google Ads,stock trading app,App Installers,Maximize Conversions,1329.02,3.9,0.371
2026-01-25,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Maximize Conversions,2108.86,5.2,0.758
2026-01-25,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,1224.18,7.7,0.22
2026-01-25,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Bid Cap,734.62,6.3,0.474
2026-01-25,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,2967.88,6.8,0.226
2026-01-25,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Video Engagers,Bid Cap,2831.00,5.9,0.417
2026-01-25,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Retarget 30D,Cost Cap,1485.01,3.8,0.688
2026-01-25,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Highest Volume,831.22,5.1,0.751
2026-01-25,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,2229.27,6.6,0.222
2026-01-25,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Highest Volume,1561.12,8.3,0.38
2026-01-25,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Lookalike 2%,Bid Cap,2848.02,5.4,0.787
2026-01-25,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,2632.07,7.0,0.331
2026-01-25,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Finance Interests,Cost Cap,2439.62,5.6,0.215
2026-01-25,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,634.35,7.3,0.696
2026-01-25,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,774.30,3.3,0.279
2026-01-26,CAMP_GGL_BRAND_01,Google Ads,stock trading app,Brand Searchers,Target ROAS,2962.65,9.4,0.691
2026-01-26,CAMP_GGL_GEN_02,Google Ads,intraday app,High Intent Traders,Target CPA,3008.44,9.0,0.18
2026-01-26,CAMP_GGL_GEN_02,Google Ads,intraday app,KYC Dropoff,Target CPA,1526.90,3.7,0.751
2026-01-26,CAMP_GGL_GEN_02,Google Ads,best trading platform,App Installers,Maximize Conversions,2885.89,,0.784
2026-01-26,CAMP_GGL_GEN_02,Google Ads,open demat account,KYC Dropoff,Target CPA,845.57,7.4,0.621
2026-01-26,CAMP_GGL_DG_03,Google Ads,intraday app,App Installers,Target CPA,2049.51,8.5,0.545
2026-01-26,CAMP_GGL_UAC_04,Google Ads,open demat account,App Installers,Maximize Conversions,1045.84,5.1,0.649
2026-01-26,CAMP_GGL_UAC_04,Google Ads,open demat account,High Intent Traders,Maximize Conversions,3346.58,6.7,0.526
2026-01-26,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,1886.30,7.2,0.657
2026-01-26,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,772.03,8.8,0.28
2026-01-26,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,1370.53,8.5,0.778
2026-01-26,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Highest Volume,1578.25,4.7,0.391
2026-01-26,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,1819.67,4.6,0.333
2026-01-26,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,435.72,6.5,0.601
2026-01-26,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,889.06,8.8,0.241
2026-01-26,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,1343.46,4.5,0.676
2026-01-26,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,1082.15,6.3,0.429
2026-01-27,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Target ROAS,2857.24,3.9,0.563
2026-01-27,CAMP_GGL_BRAND_01,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,1872.11,5.9,0.573
2026-01-27,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,1596.13,4.1,0.294
2026-01-27,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,2606.77,8.1,0.348
2026-01-27,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target ROAS,2305.81,9.3,0.345
2026-01-27,CAMP_GGL_GEN_02,Google Ads,best trading platform,KYC Dropoff,Target ROAS,3516.81,5.4,0.666
2026-01-27,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Target ROAS,2454.24,5.0,0.462
2026-01-27,CAMP_GGL_GEN_02,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,2154.84,6.2,0.592
2026-01-27,CAMP_GGL_DG_03,Google Ads,stock trading app,App Installers,Target ROAS,2577.57,5.2,0.366
2026-01-27,CAMP_GGL_DG_03,Google Ads,stock trading app,High Intent Traders,Target ROAS,1330.03,8.1,0.404
2026-01-27,CAMP_GGL_DG_03,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,2998.20,9.1,0.572
2026-01-27,CAMP_GGL_UAC_04,Google Ads,open demat account,High Intent Traders,Target ROAS,1934.38,8.7,0.515
2026-01-27,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,3089.80,5.9,0.23
2026-01-27,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Cost Cap,1525.92,4.3,0.339
2026-01-27,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,1936.01,5.8,0.72
2026-01-27,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,1513.36,7.8,0.199
2026-01-27,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,2768.07,3.5,0.326
2026-01-27,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Finance Interests,Bid Cap,2607.85,7.7,0.363
2026-01-27,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,885.62,6.9,0.523
2026-01-27,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,9960.15,7.6,0.745
2026-01-27,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Retarget 30D,Highest Volume,2959.30,4.7,0.414
2026-01-27,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,2452.47,5.5,0.438
2026-01-27,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,839.92,3.2,0.761
2026-01-27,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Maximum Delivery,790.11,4.1,0.336
2026-01-28,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,High Intent Traders,Target ROAS,1189.29,9.6,0.297
2026-01-28,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target ROAS,2702.23,5.3,0.404
2026-01-28,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Target CPA,1123.00,9.7,0.542
2026-01-28,CAMP_GGL_BRAND_01,Google Ads,open demat account,App Installers,Maximize Conversions,1278.35,8.5,0.538
2026-01-28,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Maximize Conversions,2484.07,9.0,0.725
2026-01-28,CAMP_GGL_GEN_02,Google Ads,best trading platform,App Installers,Maximize Conversions,1924.18,9.5,0.706
2026-01-28,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,2075.63,3.7,0.333
2026-01-28,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,944.38,4.4,0.677
2026-01-28,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Target ROAS,1771.82,4.0,0.724
2026-01-28,CAMP_GGL_UAC_04,Google Ads,zero brokerage,App Installers,Target ROAS,3596.12,3.8,0.477
2026-01-28,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Lookalike 2%,Bid Cap,1696.74,9.1,0.692
2026-01-28,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Cost Cap,2647.16,5.5,0.502
2026-01-28,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Finance Interests,Cost Cap,2893.12,3.6,0.238
2026-01-28,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Bid Cap,1204.56,4.7,0.638
2026-01-28,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,1488.65,3.5,0.714
2026-01-28,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Finance Interests,Highest Volume,962.60,3.7,0.357
2026-01-28,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,1141.77,,0.623
2026-01-28,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,913.51,7.0,0.619
2026-01-28,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,1094.32,5.6,0.243
2026-01-28,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,512.17,6.0,0.607
2026-01-29,CAMP_GGL_BRAND_01,Google Ads,open demat account,Brand Searchers,Target CPA,1613.47,6.5,0.54
2026-01-29,CAMP_GGL_GEN_02,Google Ads,best trading platform,High Intent Traders,Target CPA,3072.39,4.7,0.418
2026-01-29,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Target ROAS,3449.55,8.7,0.551
2026-01-29,CAMP_GGL_GEN_02,Google Ads,intraday app,High Intent Traders,Target ROAS,1734.79,8.1,0.555
2026-01-29,CAMP_GGL_DG_03,Google Ads,intraday app,App Installers,Maximize Conversions,2199.40,8.7,0.611
2026-01-29,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,3294.05,7.9,0.213
2026-01-29,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Target ROAS,3282.25,4.0,0.224
2026-01-29,CAMP_GGL_UAC_04,Google Ads,intraday app,High Intent Traders,Maximize Conversions,1993.16,8.8,0.343
2026-01-29,CAMP_GGL_UAC_04,Google Ads,intraday app,App Installers,Maximize Conversions,987.45,5.7,0.589
2026-01-29,CAMP_GGL_UAC_04,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,2015.49,3.6,0.764
2026-01-29,CAMP_GGL_UAC_04,Google Ads,zero brokerage,Brand Searchers,Target CPA,3241.34,7.7,0.219
2026-01-29,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Video Engagers,Cost Cap,1068.81,7.4,0.235
2026-01-29,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Bid Cap,2782.33,7.0,0.543
2026-01-29,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,1543.98,3.1,0.23
2026-01-29,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Bid Cap,2539.78,8.5,0.494
2026-01-29,CAMP_META_LG_06,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,2306.54,5.0,0.29
2026-01-29,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,2690.84,3.1,0.447
2026-01-29,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Finance Interests,Bid Cap,2336.83,3.5,0.251
2026-01-29,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Retarget 30D,Cost Cap,1729.63,9.5,0.602
2026-01-29,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Finance Interests,Bid Cap,1315.81,9.1,0.237
2026-01-29,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Cost Cap,1863.43,3.4,0.702
2026-01-29,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Startup Founders,Target Cost,533.47,6.4,0.462
2026-01-29,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Maximum Delivery,381.91,9.7,0.664
2026-01-29,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,945.89,5.6,0.376
2026-01-30,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,3400.20,3.7,0.707
2026-01-30,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Maximize Conversions,3394.94,7.1,0.267
2026-01-30,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Target CPA,881.61,4.1,0.457
2026-01-30,CAMP_GGL_BRAND_01,Google Ads,open demat account,KYC Dropoff,Target CPA,1250.63,3.2,0.731
2026-01-30,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Target ROAS,1984.16,3.7,0.342
2026-01-30,CAMP_GGL_GEN_02,Google Ads,open demat account,App Installers,Maximize Conversions,1043.00,6.5,0.411
2026-01-30,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Target ROAS,3212.67,3.3,0.206
2026-01-30,CAMP_GGL_GEN_02,Google Ads,open demat account,App Installers,Target CPA,3509.08,8.7,0.473
2026-01-30,CAMP_GGL_DG_03,Google Ads,open demat account,High Intent Traders,Target ROAS,1108.83,7.9,0.251
2026-01-30,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Target CPA,1450.11,8.8,0.669
2026-01-30,CAMP_GGL_UAC_04,Google Ads,best trading platform,KYC Dropoff,Target ROAS,1247.43,6.6,0.245
2026-01-30,CAMP_GGL_UAC_04,Google Ads,stock trading app,High Intent Traders,Target ROAS,1364.15,4.6,0.185
2026-01-30,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,2654.98,4.5,0.233
2026-01-30,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Finance Interests,Cost Cap,1381.40,4.5,0.674
2026-01-30,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Bid Cap,4094.62,8.5,0.297
2026-01-30,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Video Engagers,Bid Cap,1959.69,7.1,0.252
2026-01-30,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Lookalike 2%,Highest Volume,2382.83,3.7,0.584
2026-01-30,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,2134.09,7.3,0.484
2026-01-30,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Video Engagers,Bid Cap,2762.82,3.8,0.636
2026-01-30,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Finance Interests,Bid Cap,1172.11,6.3,0.57
2026-01-30,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Target Cost,551.93,5.9,0.458
2026-01-31,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target CPA,2117.90,7.4,0.52
2026-01-31,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target CPA,1048.73,6.4,0.563
2026-01-31,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,3360.61,3.3,0.463
2026-01-31,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Target CPA,1681.69,5.4,0.363
2026-01-31,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Target CPA,2137.63,7.4,0.526
2026-01-31,CAMP_GGL_DG_03,Google Ads,zero brokerage,KYC Dropoff,Target CPA,3308.89,6.0,0.506
2026-01-31,CAMP_GGL_DG_03,Google Ads,mutual funds app,App Installers,Maximize Conversions,3461.64,3.8,0.5
2026-01-31,CAMP_GGL_DG_03,Google Ads,stock trading app,App Installers,Maximize Conversions,2960.13,9.1,0.669
2026-01-31,CAMP_GGL_UAC_04,Google Ads,mutual funds app,App Installers,Target CPA,1509.48,8.0,0.32
2026-01-31,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Target ROAS,2863.77,7.7,0.228
2026-01-31,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target CPA,2339.76,3.6,0.447
2026-01-31,CAMP_GGL_UAC_04,Google Ads,mutual funds app,Brand Searchers,Target CPA,833.29,5.3,0.343
2026-01-31,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Cost Cap,1979.84,7.7,0.311
2026-01-31,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Video Engagers,Bid Cap,1617.81,9.1,0.33
2026-01-31,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Retarget 30D,Cost Cap,1971.25,9.8,0.365
2026-01-31,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Cost Cap,2316.84,7.1,0.716
2026-01-31,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Lookalike 2%,Highest Volume,1184.83,6.0,0.428
2026-01-31,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Target Cost,469.08,5.8,0.709
2026-01-31,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Target Cost,688.45,5.4,0.211
2026-02-01,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Target ROAS,807.37,5.9,0.64
2026-02-01,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Target CPA,1003.97,6.0,0.402
2026-02-01,CAMP_GGL_GEN_02,Google Ads,open demat account,KYC Dropoff,Target CPA,827.02,4.3,0.348
2026-02-01,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target CPA,1608.70,7.9,0.779
2026-02-01,CAMP_GGL_UAC_04,Google Ads,stock trading app,KYC Dropoff,Target ROAS,3148.58,5.0,0.593
2026-02-01,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,1821.49,4.7,0.734
2026-02-01,CAMP_GGL_UAC_04,Google Ads,stock trading app,High Intent Traders,Target ROAS,1821.34,3.2,0.403
2026-02-01,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Cost Cap,848.76,8.5,0.237
2026-02-01,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Highest Volume,1331.56,8.6,0.501
2026-02-01,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Highest Volume,1474.21,6.9,0.631
2026-02-01,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Finance Interests,Highest Volume,-22.22,5.2,0.68
2026-02-01,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,956.39,5.2,0.778
2026-02-01,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,1029.73,3.3,0.705
2026-02-01,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,610.52,3.7,0.366
2026-02-01,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,760.87,8.5,0.271
2026-02-02,CAMP_GGL_BRAND_01,Google Ads,stock trading app,KYC Dropoff,Target CPA,1173.30,4.9,0.274
2026-02-02,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target ROAS,1610.36,9.4,0.212
2026-02-02,CAMP_GGL_BRAND_01,Google Ads,stock trading app,KYC Dropoff,Target CPA,3347.97,7.8,0.669
2026-02-02,CAMP_GGL_BRAND_01,Google Ads,stock trading app,App Installers,Maximize Conversions,2106.45,5.3,0.25
2026-02-02,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Target CPA,2958.44,6.0,0.254
2026-02-02,CAMP_GGL_GEN_02,Google Ads,intraday app,KYC Dropoff,Target CPA,3467.12,5.4,0.673
2026-02-02,CAMP_GGL_DG_03,Google Ads,open demat account,KYC Dropoff,Target CPA,1464.55,3.9,0.279
